Version,Entry.number,Entry.status,Device_Type.name,Device_Model.manufacturer_identifier,Device_Model.model_identifier,Device_Model.hardware_version.version,Device_Model.hardware_version.revision,Device_Model.model_identifier_concatenated_with_hardware_version,Device_Model.firmware_version,SMETS_CHTS Version.Version_number_and_effective_date,GBCS Version.version_number,Manufacturer_Image.hash
Version 2.051 Issued on 21-09-2022,000582,Current,Single Element Electricity Metering Equipment,1125,3132,41,31,31324131,16101517,SMETS V4.2,GBCS Version 3.2,4F1DFDFCAB5C32234D92BFAB2D19830AF65CD04750D7187818D3B5DB404D186C
Version 2.051 Issued on 21-09-2022,000583,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,16101517,SMETS V4.2,GBCS Version 3.2,4F1DFDFCAB5C32234D92BFAB2D19830AF65CD04750D7187818D3B5DB404D186C
Version 2.051 Issued on 21-09-2022,000584,Current,Communications Hub,10C7,0003,02,00,00030200,22070000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000585,Current,Communications Hub,106C,4334,00,DB,433400DB,20D0D3F6,CHTS V1.1,GBCS Version 2.1,24F28F612984FC782DF1765BE4BA39920A6B2955253EFDF499A92BBCFD42D2AD
Version 2.051 Issued on 21-09-2022,000586,Current,Polyphase Electricity Metering Equipment,1125,3332,50,33,33325033,04301719,SMETS V4.2,GBCS Version 3.2,F499657C0B01D62338B5EBDE1492FE3A4BFD5C278E58190A4F48E46C72968170
Version 2.051 Issued on 21-09-2022,000587,Current,Gas Smart Meter,1264,0000,02,12,00000212,F906AEEC,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000588,Current,Communications Hub,1031,C7A1,01,01,C7A10101,C7A10002,SMETS V1.2,GBCS Version 0.0,0C49349242AA98319DD8F530B0E21C6872790D779869948232D9DCFE7E6E5B14
Version 2.051 Issued on 21-09-2022,000589,Current,Communications Hub,1031,C7A1,02,01,C7A10201,C7A10002,SMETS V1.2,GBCS Version 0.0,0C49349242AA98319DD8F530B0E21C6872790D779869948232D9DCFE7E6E5B14
Version 2.051 Issued on 21-09-2022,000590,Current,Communications Hub,1031,C8A1,03,01,C8A10301,C8A10002,SMETS V1.2,GBCS Version 0.0,EF17C8D9BEBB88763D2BD5E472F43532A731234D9D191F85BF20E9B56AD1F35C
Version 2.051 Issued on 21-09-2022,000591,Current,Communications Hub,1031,C8A1,03,01,C8A10301,C8A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000592,Current,Single Element Electricity Metering Equipment,1031,C1A1,02,01,C1A10201,C1A10003,SMETS V1.2,GBCS Version 0.0,784E2D76C01A9F56AFA3986FD16B7FF197D2192BCB7D0C98600B0566C5D3A25D
Version 2.051 Issued on 21-09-2022,000593,Current,Single Element Electricity Metering Equipment,1031,C0A1,01,01,C0A10101,C0A10003,SMETS V1.2,GBCS Version 0.0,CD029F9A8B7C880302D7E407598AFBF4C4E6DC5187853E3216F353F7A5D4894F
Version 2.051 Issued on 21-09-2022,000594,Current,Single Element Electricity Metering Equipment,1031,C0A1,01,02,C0A10102,C0A10003,SMETS V1.2,GBCS Version 0.0,CD029F9A8B7C880302D7E407598AFBF4C4E6DC5187853E3216F353F7A5D4894F
Version 2.051 Issued on 21-09-2022,000595,Current,Single Element Electricity Metering Equipment,1031,C2A1,03,01,C2A10301,C2A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000596,Current,Single Element Electricity Metering Equipment,1031,C2A1,03,01,C2A10301,C2A10002,SMETS V1.2,GBCS Version 0.0,8AD12D62D559B576BC7DF5FF13D89B3C5635A9650CBF40641CAE32F49C184427
Version 2.051 Issued on 21-09-2022,000597,Current,Single Element Electricity Metering Equipment,1031,C3A1,04,01,C3A10401,C2A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000598,Current,Single Element Electricity Metering Equipment,1031,C3A1,04,01,C3A10401,C2A10002,SMETS V1.2,GBCS Version 0.0,8AD12D62D559B576BC7DF5FF13D89B3C5635A9650CBF40641CAE32F49C184427
Version 2.051 Issued on 21-09-2022,000599,Current,Gas Smart Meter,1031,C4A1,05,01,C4A10501,C4A10003,SMETS V1.2,GBCS Version 0.0,047EC2277A1295624F4686483796DF873FCCC836E44B8C3988646E86D33F9CC7
Version 2.051 Issued on 21-09-2022,000600,Current,Gas Smart Meter,1031,C5A1,06,01,C5A10601,C5A10003,SMETS V1.2,GBCS Version 0.0,047EC2277A1295624F4686483796DF873FCCC836E44B8C3988646E86D33F9CC7
Version 2.051 Issued on 21-09-2022,000601,Current,Pre-Payment Interface Device,1063,0090,01,01,00900101,04150100,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000602,Current,Pre-Payment Interface Device,1063,0090,01,01,00900101,04160100,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000603,Current,Pre-Payment Interface Device,1063,0090,01,01,00900101,04160301,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000604,Current,Pre-Payment Interface Device,1063,0090,01,01,00900101,04160500,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000605,Current,Pre-Payment Interface Device,1063,0090,01,01,00900101,04160501,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000606,Current,Pre-Payment Interface Device,1063,0090,01,01,00900101,04190004,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000607,Current,Pre-Payment Interface Device,1063,0090,01,01,00900101,04190006,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000608,Current,Pre-Payment Interface Device,1063,0090,01,01,00900101,04200000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000609,Current,Pre-Payment Interface Device,1063,0090,01,01,00900101,04210000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000610,Current,Pre-Payment Interface Device,1063,0090,01,01,00900101,04210001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000611,Current,Pre-Payment Interface Device,1063,0090,01,01,00900101,04220000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000612,Current,Pre-Payment Interface Device,1063,0090,01,01,00900101,05160000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000613,Current,Pre-Payment Interface Device,1063,0090,01,01,00900101,05190000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000614,Current,Pre-Payment Interface Device,1090,0003,02,00,00030200,1001042A,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000615,Current,Pre-Payment Interface Device,1090,0003,02,00,00030200,100104D2,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000616,Current,Pre-Payment Interface Device,1090,0003,02,00,00030200,10110500,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000617,Current,Pre-Payment Interface Device,1090,0003,02,00,00030200,10410800,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000618,Current,Pre-Payment Interface Device,1090,0003,02,00,00030200,10410802,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000619,Current,Pre-Payment Interface Device,1090,0003,02,00,00030200,10410803,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000620,Current,Pre-Payment Interface Device,1090,0003,02,00,00030200,2001083D,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000621,Current,Pre-Payment Interface Device,1090,0003,02,00,00030200,20010847,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000622,Current,Pre-Payment Interface Device,1090,0003,02,00,00030200,20010952,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000623,Current,Pre-Payment Interface Device,1090,0003,02,00,00030200,20110902,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000624,Current,Pre-Payment Interface Device,1090,0006,02,00,00060200,30910901,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000625,Current,Pre-Payment Interface Device,1090,0006,02,00,00060200,30910934,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000626,Current,Pre-Payment Interface Device,1090,0006,02,00,00060200,31010901,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000627,Current,Communications Hub,10C7,0003,02,00,00030200,220A0000,SMETS V1.2,GBCS Version 0.0,FFC3E745D0FCD8C7E56682B9B801EA97A5FB4CD75B1537912360A7F7CCCB86E3
Version 2.051 Issued on 21-09-2022,000628,Current,Gas Smart Meter,1063,4772,01,01,47720101,03033254,SMETS V4.2,GBCS Version 3.2,3642135C1BF7C1C8DF939AA254B5E1625E332247FBE45B69FD281A7C78FD9177
Version 2.051 Issued on 21-09-2022,000629,Removed,Communications Hub,1086,5431,22,60,54312260,0C240000,CHTS V1.3,GBCS Version 3.2,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,000630,Removed,Communications Hub,1086,5432,23,60,54322360,0C240000,CHTS V1.3,GBCS Version 3.2,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,000631,Removed,Communications Hub,1086,5434,24,60,54342460,0C240000,CHTS V1.3,GBCS Version 3.2,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,000632,Current,Communications Hub,1086,5531,04,60,55310460,0D030000,CHTS V1.3,GBCS Version 3.2,DF4CBCF551C0FAA84614FD51E7BC46CAE858BC49E18B64B0E02E1FD4F86F5664
Version 2.051 Issued on 21-09-2022,000633,Current,Communications Hub,1086,5532,04,60,55320460,0D030000,CHTS V1.3,GBCS Version 3.2,DF4CBCF551C0FAA84614FD51E7BC46CAE858BC49E18B64B0E02E1FD4F86F5664
Version 2.051 Issued on 21-09-2022,000634,Current,Communications Hub,1086,5534,04,60,55340460,0D030000,CHTS V1.3,GBCS Version 3.2,DF4CBCF551C0FAA84614FD51E7BC46CAE858BC49E18B64B0E02E1FD4F86F5664
Version 2.051 Issued on 21-09-2022,000635,Current,Single Element Electricity Metering Equipment,1063,0006,02,04,00060204,38040202,SMETS V4.2,GBCS Version 3.2,149F2BD9986FDEB47EBFB54692050D534E065A2771C7C3BCDF0007CD4BFB3391
Version 2.051 Issued on 21-09-2022,000636,Current,Single Element Electricity Metering Equipment,1063,0005,02,03,00050203,38900010,SMETS V5.0,GBCS Version 4.0,2622BBA213CD7792781ABFED6D238BCB059CC468BABBB27C1A0B14C7B9D33145
Version 2.051 Issued on 21-09-2022,000637,Current,Single Element Electricity Metering Equipment,1063,0005,02,04,00050204,38900010,SMETS V5.0,GBCS Version 4.0,2622BBA213CD7792781ABFED6D238BCB059CC468BABBB27C1A0B14C7B9D33145
Version 2.051 Issued on 21-09-2022,000638,Current,Single Element Electricity Metering Equipment,118F,0000,02,07,00000207,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,000639,Current,Single Element Electricity Metering Equipment,118F,0000,01,00,00000100,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,000640,Current,Single Element Electricity Metering Equipment,118F,0000,01,07,00000107,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,000641,Current,Single Element Electricity Metering Equipment,118F,0000,03,01,00000301,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,000642,Current,Single Element Electricity Metering Equipment,118F,0000,03,02,00000302,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,000643,Current,Single Element Electricity Metering Equipment,118F,0000,04,01,00000401,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,000644,Current,Single Element Electricity Metering Equipment,118F,0000,04,02,00000402,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,000645,Current,Twin Element Electricity Metering Equipment,118F,0000,05,01,00000501,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,000646,Current,Twin Element Electricity Metering Equipment,118F,0000,05,02,00000502,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,000647,Current,Polyphase Electricity Metering Equipment,118F,0000,06,01,00000601,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,000648,Current,Polyphase Electricity Metering Equipment,118F,0000,07,01,00000701,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,000649,Current,Polyphase Electricity Metering Equipment,118F,0000,08,01,00000801,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,000650,Current,Gas Smart Meter,1264,0000,66,12,00006612,22122E28,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000651,Current,Single Element Electricity Metering Equipment,1031,A0A1,01,3D,A0A1013D,08000000,SMETS V4.2,GBCS Version 3.2,E39558622EBF5CCCBF00F6B95171385BE65C6D1733D001B01F596E7D7F86DDCF
Version 2.051 Issued on 21-09-2022,000652,Current,Gas Smart Meter,1031,B0A1,01,44,B0A10144,08000000,SMETS V4.2,GBCS Version 3.2,EE124EA65584939E9B8B389B6FE12916E795F5DBE33BA6DB35BBF212F42F8CB6
Version 2.051 Issued on 21-09-2022,000653,Current,Single Element Electricity Metering Equipment,118F,0002,02,00,00020200,00030308,SMETS V1.2,GBCS Version 0.0,F1C971B662401DAACC041620877BBA70A5EF84DC9D1CABB5D63898BC28E14B4B
Version 2.051 Issued on 21-09-2022,000654,Current,Pre-Payment Interface Device,10E0,000D,00,01,000D0001,00010100,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000655,Current,Single Element Electricity Metering Equipment,1028,D700,01,03,D7000103,051B050D,SMETS V4.2,GBCS Version 3.2,4EB1E121A29ABD859375EE94A8F15B442D31C37CC0198E53B098E32BEACCB376
Version 2.051 Issued on 21-09-2022,000656,Current,Single Element Electricity Metering Equipment,1028,D700,01,05,D7000105,051B050D,SMETS V4.2,GBCS Version 3.2,4EB1E121A29ABD859375EE94A8F15B442D31C37CC0198E53B098E32BEACCB376
Version 2.051 Issued on 21-09-2022,000657,Current,Single Element Electricity Metering Equipment,1028,D700,01,03,D7000103,0522050D,SMETS V4.2,GBCS Version 3.2,A0E8164E3E8BCC60B63396BF9E8CB58E541EB15A09DAB5AE18A379CBE7FCB08A
Version 2.051 Issued on 21-09-2022,000658,Current,Single Element Electricity Metering Equipment,1028,D700,01,05,D7000105,0522050D,SMETS V4.2,GBCS Version 3.2,A0E8164E3E8BCC60B63396BF9E8CB58E541EB15A09DAB5AE18A379CBE7FCB08A
Version 2.051 Issued on 21-09-2022,000659,Current,Single Element Electricity Metering Equipment,1125,3132,41,31,31324131,17101617,SMETS V4.2,GBCS Version 3.2,5AC91ECED6C8AA6D231D51D75205905AEE75B3DC69CC46CE13D9177478038A13
Version 2.051 Issued on 21-09-2022,000660,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,17101617,SMETS V4.2,GBCS Version 3.2,5AC91ECED6C8AA6D231D51D75205905AEE75B3DC69CC46CE13D9177478038A13
Version 2.051 Issued on 21-09-2022,000661,Current,Pre-Payment Interface Device,10E0,0019,00,01,00190001,00020000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000662,Current,Single Element Electricity Metering Equipment,1063,0006,02,04,00060204,38040404,SMETS V4.2,GBCS Version 3.2,8AC9AF329CBA59E13362634A7BDB795EE0D1E411B731E7244046DC121BE879D4
Version 2.051 Issued on 21-09-2022,000663,Current,Single Element Electricity Metering Equipment,1063,0005,02,02,00050202,38040404,SMETS V4.2,GBCS Version 3.2,8AC9AF329CBA59E13362634A7BDB795EE0D1E411B731E7244046DC121BE879D4
Version 2.051 Issued on 21-09-2022,000664,Current,Single Element Electricity Metering Equipment,1063,0005,02,03,00050203,38040404,SMETS V4.2,GBCS Version 3.2,8AC9AF329CBA59E13362634A7BDB795EE0D1E411B731E7244046DC121BE879D4
Version 2.051 Issued on 21-09-2022,000665,Current,Single Element Electricity Metering Equipment,1063,0005,02,04,00050204,38040404,SMETS V4.2,GBCS Version 3.2,8AC9AF329CBA59E13362634A7BDB795EE0D1E411B731E7244046DC121BE879D4
Version 2.051 Issued on 21-09-2022,000666,Current,Single Element Electricity Metering Equipment,1028,5678,02,01,56780201,03505317,SMETS V1.2,GBCS Version 0.0,048E7CBFE09FE32E93F1EE7237F54BC26DA8D42A9C9365BE7478B4C4413F1959
Version 2.051 Issued on 21-09-2022,000667,Current,Single Element Electricity Metering Equipment,1063,0003,02,01,00030201,24040404,SMETS V4.2,GBCS Version 3.2,C9E80A5575E5B69E3A0B326E92454B4EDC5E0CBD7EA61A53350222D271A9FC23
Version 2.051 Issued on 21-09-2022,000668,Current,Single Element Electricity Metering Equipment,1063,0003,02,02,00030202,24040404,SMETS V4.2,GBCS Version 3.2,C9E80A5575E5B69E3A0B326E92454B4EDC5E0CBD7EA61A53350222D271A9FC23
Version 2.051 Issued on 21-09-2022,000669,Current,Gas Smart Meter,1028,C901,A5,00,C901A500,0309B630,SMETS V4.2,GBCS Version 3.2,15F32C37B4D475ADB8C39BFF2B189698AFF6F9E9480AB8561D308AE0AD1DA5B4
Version 2.051 Issued on 21-09-2022,000670,Current,Pre-Payment Interface Device,1090,0007,02,00,00070200,05100000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000671,Current,Pre-Payment Interface Device,1128,0007,01,01,00070101,011F0000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000672,Current,Pre-Payment Interface Device,1128,0006,01,01,00060101,011F0000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000673,Current,Gas Smart Meter,1028,C902,A5,00,C902A500,0389B840,SMETS V4.2,GBCS Version 3.2,712C4496BC053F4335B85E6D945C855AE5E469A99C73E000E0364D1B5629F591
Version 2.051 Issued on 21-09-2022,000674,Current,Gas Smart Meter,1192,1111,11,11,11111111,01C800D1,SMETS V4.2,GBCS Version 3.2,3E42D238ACA7470888C5870CD6D1B67230456953A954FE6FE76556ACB86CD901
Version 2.051 Issued on 21-09-2022,000675,Current,Gas Smart Meter,1192,1111,12,11,11111211,01C800D1,SMETS V4.2,GBCS Version 3.2,3E42D238ACA7470888C5870CD6D1B67230456953A954FE6FE76556ACB86CD901
Version 2.051 Issued on 21-09-2022,000676,Current,Gas Smart Meter,1031,B0A1,01,44,B0A10144,09000000,SMETS V4.2,GBCS Version 3.2,D52E92CA66813413B5A0587023E6E1139B7C3D321E012BAD5275912B4246DE67
Version 2.051 Issued on 21-09-2022,000677,Current,Communications Hub,1072,5731,01,00,57310100,04000007,CHTS V1.3,GBCS Version 3.2,CFD7262CEF15BE69B7F82D17E4B9D881D979FF00B70085F77B8FB953BFCA6847
Version 2.051 Issued on 21-09-2022,000678,Current,Communications Hub,1072,5731,01,01,57310101,04000007,CHTS V1.3,GBCS Version 3.2,CFD7262CEF15BE69B7F82D17E4B9D881D979FF00B70085F77B8FB953BFCA6847
Version 2.051 Issued on 21-09-2022,000679,Current,Communications Hub,1072,5731,01,02,57310102,04000007,CHTS V1.3,GBCS Version 3.2,CFD7262CEF15BE69B7F82D17E4B9D881D979FF00B70085F77B8FB953BFCA6847
Version 2.051 Issued on 21-09-2022,000680,Current,Gas Smart Meter,1063,4772,02,01,47720201,03033254,SMETS V4.2,GBCS Version 3.2,3642135C1BF7C1C8DF939AA254B5E1625E332247FBE45B69FD281A7C78FD9177
Version 2.051 Issued on 21-09-2022,000681,Current,Single Element Electricity Metering Equipment,1125,3138,42,30,31384230,16161620,SMETS V4.2,GBCS Version 3.2,F5F0B83A98AE9913210A07A732E4A1F17AA89E8577F40B06698DD99B516DE607
Version 2.051 Issued on 21-09-2022,000682,Current,Single Element Electricity Metering Equipment,1125,3139,44,30,31394430,16161620,SMETS V4.2,GBCS Version 3.2,F5F0B83A98AE9913210A07A732E4A1F17AA89E8577F40B06698DD99B516DE607
Version 2.051 Issued on 21-09-2022,000683,Current,Single Element Electricity Metering Equipment,118F,0000,02,07,00000207,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,000684,Current,Single Element Electricity Metering Equipment,118F,0000,03,01,00000301,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,000685,Current,Single Element Electricity Metering Equipment,118F,0000,03,02,00000302,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,000686,Current,Single Element Electricity Metering Equipment,118F,0000,04,01,00000401,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,000687,Current,Single Element Electricity Metering Equipment,118F,0000,04,02,00000402,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,000688,Current,Twin Element Electricity Metering Equipment,118F,0000,05,01,00000501,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,000689,Current,Twin Element Electricity Metering Equipment,118F,0000,05,02,00000502,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,000690,Current,Polyphase Electricity Metering Equipment,118F,0000,06,02,00000602,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,000691,Current,Polyphase Electricity Metering Equipment,118F,0000,06,01,00000601,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,000692,Current,Polyphase Electricity Metering Equipment,118F,0000,06,02,00000602,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,000693,Current,Polyphase Electricity Metering Equipment,118F,0000,07,02,00000702,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,000694,Current,Polyphase Electricity Metering Equipment,118F,0000,07,01,00000701,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,000695,Current,Polyphase Electricity Metering Equipment,118F,0000,07,02,00000702,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,000696,Current,Polyphase Electricity Metering Equipment,118F,0000,08,02,00000802,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,000697,Current,Polyphase Electricity Metering Equipment,118F,0000,08,01,00000801,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,000698,Current,Polyphase Electricity Metering Equipment,118F,0000,08,02,00000802,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,000699,Current,Single Element Electricity Metering Equipment,118F,0000,01,00,00000100,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,000700,Current,Single Element Electricity Metering Equipment,118F,0000,01,07,00000107,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,000701,Current,Polyphase Electricity Metering Equipment,1125,3332,51,30,33325130,05301820,SMETS V4.2,GBCS Version 3.2,F05927B2235A15F88584970FBAAC30FE14764132663BC1A26A155A9AD3A9B342
